Acinetobacter_baumannii,GCF_002210065.1_ASM221006v1
Acinetobacter_baumannii,GCF_001896005.1_ASM189600v1
Acinetobacter_baumannii,GCF_001941765.1_ASM194176v1
Acinetobacter_baumannii,GCF_011067065.1_ASM1106706v1
Acinetobacter_baumannii,GCF_012935025.1_ASM1293502v1
Acinetobacter_baumannii,GCF_002948925.1_ASM294892v1
Acinetobacter_baumannii,GCF_008244865.1_ASM824486v1
Acinetobacter_baumannii,GCF_001721705.1_ASM172170v1
Acinetobacter_baumannii,GCF_014267385.1_ASM1426738v1
Acinetobacter_baumannii,GCF_001895125.2_ASM189512v2
Acinetobacter_baumannii,GCF_003296225.1_ASM329622v1
Acinetobacter_baumannii,GCF_012974845.1_ASM1297484v1
Acinetobacter_baumannii,GCF_002082825.1_ASM208282v1
Acinetobacter_baumannii,GCF_001077655.1_ASM107765v1
Acinetobacter_baumannii,GCF_005518095.1_ASM551809v1
Acinetobacter_baumannii,GCF_005671375.1_ASM567137v1
Acinetobacter_baumannii,GCF_000746645.1_ASM74664v1
Acinetobacter_baumannii,GCF_001573065.1_ASM157306v1
Acinetobacter_baumannii,GCF_008802935.1_ASM880293v1
Acinetobacter_baumannii,GCF_003431865.1_ASM343186v1
Acinetobacter_baumannii,GCF_012934945.1_ASM1293494v1
Acinetobacter_baumannii,GCF_001895985.1_ASM189598v1
Acinetobacter_baumannii,GCF_002999195.2_ASM299919v2
Acinetobacter_baumannii,GCF_009035845.1_ASM903584v1
Acinetobacter_baumannii,GCF_003547115.1_ASM354711v1
Acinetobacter_baumannii,GCF_002082805.1_ASM208280v1
Acinetobacter_baumannii,GCF_002902885.1_ASM290288v1
Acinetobacter_baumannii,GCF_001514375.1_ASM151437v1
Acinetobacter_baumannii,GCF_008033255.1_ASM803325v1
Acinetobacter_baumannii,GCF_000576535.1_ASM57653v1
Acinetobacter_baumannii,GCF_001806385.1_ASM180638v1
Acinetobacter_baumannii,GCF_000761175.1_ASM76117v1
Acinetobacter_baumannii,GCF_014322245.1_ASM1432224v1
Acinetobacter_baumannii,GCF_012272715.1_ASM1227271v1
Acinetobacter_baumannii,GCF_000939415.2_HGAP_assembly_of_Acinetobacter_baumannii_ORAB01
Acinetobacter_baumannii,GCF_009833005.1_ASM983300v1
Acinetobacter_baumannii,GCF_003522785.1_ASM352278v1
Acinetobacter_baumannii,GCF_001806445.1_ASM180644v1
Acinetobacter_baumannii,GCF_000419405.1_ASM41940v1
Acinetobacter_baumannii,GCF_013372085.1_ASM1337208v1
Acinetobacter_baumannii,GCF_012935125.1_ASM1293512v1
Acinetobacter_baumannii,GCF_012935105.1_ASM1293510v1
Acinetobacter_baumannii,GCF_003522885.1_ASM352288v1
Acinetobacter_baumannii,GCF_003931755.1_ASM393175v1
Acinetobacter_baumannii,GCF_014171935.1_ASM1417193v1
Acinetobacter_baumannii,GCF_012931605.1_ASM1293160v1
Acinetobacter_baumannii,GCF_013394265.1_ASM1339426v1
Acinetobacter_baumannii,GCF_001922205.1_ASM192220v1
Acinetobacter_baumannii,GCF_002761575.1_ASM276157v1
Acinetobacter_baumannii,GCF_900093475.1_36734_D01_2
Acinetobacter_baumannii,GCF_002803025.2_ASM280302v2
